# Date updated UTC0:2025-11-20 13:55:07
143.20.145.0/24,US,US-PA,Williamsport
2602:f9ba:500::/40,US,US-PA,Williamsport
2a09:54c1::/32,US,US-PA,Williamsport
2a0f:85c1:ba9::/48,US,US-PA,Williamsport
2a0f:85c1:bb9::/48,US,US-PA,Williamsport
2a14:7583:6000::/36,US,US-PA,Williamsport
2a14:7583:6969::/48,US,US-PA,Williamsport
2a14:7583:7000::/36,US,US-PA,Williamsport
